yaw,pitch,label
-0.03177682783663416,-0.01714283848925402,Right
-0.007310250864703827,-0.015946286931304843,Right
-0.06312194674487481,0.007043621525126498,Right
-0.06138677238530277,-0.05842054698917398,Right
0.002107201789259605,-0.06275430666241211,Right
-0.08459540800368026,0.030556315056801675,Right
-0.02364198287338437,-0.032697392757196964,Right
-0.03522232354535415,-0.07568451266581888,Right
-0.09620744230205536,0.046301810144747546,Right
-0.04454118718180433,0.07083169416519175,Right
-0.04518338312931558,-0.021130172479096543,Right
-0.11082819010430145,0.025230450436131258,Right
-0.007915625931769976,-0.027409540485001216,Right
-0.015712180607192483,-0.011009407986466657,Right
-0.015520561950539302,-0.05372993939954751,Right
-0.012929690631576896,-0.011430735845262996,Right
0.03269790115461868,-0.005573361933134624,Right
-0.03488339038159105,-0.03111994440011956,Right
-0.04442541942936795,-0.03677787876294236,Right
-0.0022675712248132474,0.12140148129461026,Right
-0.004108616140497179,0.0683944473617022,Right
-0.03102515511642623,-0.05421681240085152,Right
-0.0635076590870185,-0.014032866179870207,Right
0.039786794447475904,-0.04512029594022404,Right
-0.15592258013712645,0.0467569979226824,Right
-0.13467979387579698,0.04203164747559873,Right
-0.04481680471938043,0.057568784511126125,Right
-0.023566077749646475,-0.036385109919670366,Right
-0.056165968571852964,0.0061121117837054095,Right
-0.1214400057723426,0.013570513034670606,Right
-0.0625456541479662,0.03358167766798348,Right
-0.04042630116946211,-0.042590948904117965,Right
-0.03263810386990773,-0.0601812179330915,Right
-0.043067343570700745,0.06454739403202292,Right
-0.019758306854384955,-0.0012036245176539895,Right
-0.06642414283782316,0.03948329922378846,Right
-0.06797690126199529,-0.09418749011226746,Right
-0.045814674566068914,0.05962791902206921,Right
-0.14830878156745875,0.11103580646035627,Right
-0.007764515832492602,-0.01909445117569253,Right
-0.04060655543977576,0.05237076924968165,Right
-0.02559507498549274,-0.08259234293859585,Right
-0.024933923392562285,-0.017493237473972023,Right
-0.026597963394852875,-0.05913124148209048,Right
0.010542025781041575,0.008677909191180722,Right
-0.06817043154321234,-0.013708614647519268,Right
0.03672588060321147,-0.005400433164584273,Right
-0.06035789700950833,0.009283636881224466,Right
0.009992016679263416,-0.052414964686958054,Right
-0.09702842241838161,0.0737848624510603,Right
-0.06840787082391042,0.05674589181510392,Right
-0.010782713554504886,-0.0025488295119100446,Right
-0.04025431003308355,-0.0930421167255785,Right
-0.06281892296468583,0.024850292342498803,Right
-0.034505794141732604,-0.08756075236720395,Right
-0.030833887998319542,-0.05873556181968209,Right
-0.07598289067497022,0.05772097142389698,Right
-0.09374759773133368,0.01658168188302589,Right
-0.12579498280050627,0.15135408843516762,Right
0.005415913765155933,-0.04370383473906325,Right
0.0411483059994443,-0.06498963672369762,Right
0.006201981300947845,-0.014698974234282236,Right
-0.07117673204545893,-0.05333182680017212,Right
-0.0468239688327069,0.012730220547345406,Right
-0.0016555901257628847,0.011871204154137338,Right
-0.022641357524196604,-0.06006922075741128,Right
0.023256801838837382,-0.04281163396550114,Right
-0.007578312292411571,-0.041208270212354514,Right
-0.04976769899715794,0.0003402683078196356,Right
-0.16245909546957704,0.08738589294108423,Right
-0.03315813338471263,-0.013401566489730121,Right
0.002694586735836113,0.06270166461828819,Right
-0.07298744755341724,0.022948635698704756,Right
-0.11663117244257282,0.16086371809943523,Right
-0.07703058586838196,-0.0040189695497692135,Right
-0.09896341818465637,-0.044271356745951396,Right
-0.05689439057513568,0.040391207790022365,Right
-0.04614225614136236,-0.031004702392225192,Right
-0.0023580379727730083,-0.01802491461583111,Right
-0.03554847062561528,0.024445944580007595,Right
0.009232077815553463,-0.04975399345213338,Right
-0.08174026072996399,-0.0017956813641764047,Right
-0.026043519322808684,0.006416893599501039,Right
0.07061500655892738,-0.04294254938608877,Right
-0.07593107070604,0.07958290251462352,Right
-0.009148132696038425,0.002542655895411916,Right
-0.03200901716663629,0.019785665365762095,Right
-0.04627547975892787,-0.03966829735629418,Right
-0.06485436394645894,-0.0205965466785889,Right
-0.09194832026460098,0.012274627396919646,Right
0.0016715650577910912,-0.07973768957215543,Right
-0.09135621711671671,-0.008904623917476595,Right
-0.0805860333824987,0.048770747223875865,Right
-0.0843792072160422,-0.026964862612529727,Right
-0.09019418996028028,-0.004599935254429255,Right
-0.008157967173391012,-0.04888496828174638,Right
0.005228892902619742,0.0029453558342797947,Right
-0.06308273720667168,-0.046764225352862065,Right
-0.05829752113370179,0.019690049733816162,Right
0.0021263966794738964,-0.03397648368027506,Right
-0.034411106695238836,-0.04150891847763316,Right
-0.08253209147119067,0.030228564227913424,Right
-0.03210939332298668,-0.08018291900473162,Right
-0.10425812165131709,-0.013418822356732196,Right
-0.09720391913397819,-0.03811534473289113,Right
-0.12230593223733699,0.07595333895611,Right
-0.029740425675942594,-0.015861189516690466,Right
-0.02078617503544422,-0.03349066450455784,Right
-0.023576178921041357,0.0317817604552767,Right
0.015004370240932596,-0.03812541623331167,Right
0.027455174628162715,-0.09622556947159655,Right
-0.014294525246250966,-0.0639728268915346,Right
-0.048685292441214,-0.07731911627912569,Right
-0.052698190123975475,-0.07931793861517422,Right
-0.11094048580463733,0.017178127240180086,Right
-0.10703818399023246,0.113243662178245,Right
-0.11897665240672584,0.013571998450320977,Right
-0.0740407194256334,0.00921288118862107,Right
-0.031883100861796465,-0.03866761027036503,Right
-0.08227449090518146,0.0030500169518886677,Right
0.0017180079842699092,-0.06740325396062452,Right
-0.07351391249128636,0.04640953147534499,Right
-0.0978970158585113,0.0847158419945373,Right
0.0030686212098809396,-0.022836973967173546,Right
-0.0030258366778775914,-0.03601911317297202,Right
-0.01460590154162733,-0.04191420109926547,Right
-0.03864581484152707,-0.05280547668047009,Right
0.019067084048162153,0.020913960741448245,Right
-0.08029800581663404,0.023923042016362528,Right
-0.007391762351009912,0.015592911422925515,Right
-0.037689575009332565,0.03727648540738904,Right
-0.07351980746444409,-0.012750247391184244,Right
0.0025817258363689533,-0.007677392960301455,Right
-0.006976036102306238,0.012305998557673448,Right
-0.07494051906428478,-0.016096972664591536,Right
-0.01547257851301631,-0.0016812551667206854,Right
-0.024473918586225385,-0.017650784810782638,Right
-0.09864484372235194,-0.002299280823273575,Right
0.023964359165134286,0.0293733476555057,Right
-0.053733838036345904,-0.013181278593246804,Right
-0.10366499372764704,0.05960235538190817,Right
0.017692885565263827,0.032883387686838295,Right
-0.03068749418837602,0.09419297055808651,Right
-0.009019876926291803,0.06512905961058468,Right
-0.08290939749518944,-0.0029017514454527937,Right
0.022248771237586173,0.016451633355180295,Right
-0.1050066294792057,-0.03448364950082816,Right
-0.09906638607277163,0.03008015152193433,Right
-0.004161769215714428,-0.07222097707051844,Right
-1.3915662143038077e-05,0.06512156163449967,Right
-0.1299011225640585,0.011445684955051272,Right
-0.06819184345166895,0.03212232087952349,Right
-0.08322643771594085,-0.006132282823941626,Right
-0.16883824010620518,0.09506043096647065,Right
-0.06392419672661409,0.011135062588860434,Right
-0.105122402397272,0.08249105227149856,Right
-0.07121350344428479,0.013309027619234581,Right
0.012350952264939985,-0.044207849527439835,Right
-0.07399344766284166,-0.037533538965243585,Right
-0.051425581539964016,-0.004147505737660873,Right
-0.06456276818182372,-0.02392838022866406,Right
-0.037914463204224425,-0.014357853410219223,Right
-0.08596382617955733,0.01888737121329831,Right
-0.09603276291490048,0.006310677445499735,Right
-0.06534639812028065,0.0636995568949903,Right
-0.044246621426944466,0.07217024102200709,Right
-0.05340291978740519,-0.08932576084851407,Right
-0.0549573716415761,-0.01834228750944422,Right
-0.0014663733253765798,-0.010686480054017844,Right
0.0012326684385934872,-0.05117195027217247,Right
-0.04243787838125024,-0.001216196644666323,Right
-0.020909353988782575,-0.0642688088969876,Right
-0.0061745588434714005,-0.04094030816248739,Right
-0.02836695129624578,-0.06727158468150307,Right
-0.06503176347747597,0.04014535113453299,Right
-0.085506380897302,0.11980319251081328,Right
-0.03830505476664081,0.06298559077595822,Right
-0.024554706936199988,-0.07443030241565896,Right
-0.008271965312438567,0.042052908291766555,Right
0.022874361053306536,-0.0338744379398106,Right
-0.07937096766657403,-0.03137212099215003,Right
-0.04220486342161667,0.020829255912058753,Right
-0.04022880935147177,0.03359025016200279,Right
-0.01120981333415938,-0.06413079914169773,Right
0.0451074202861953,-0.06925722828264502,Right
-0.03969097932549803,-0.03493494646827355,Right
-0.09189641523411562,-0.0018877598098026027,Right
-0.011524214324658888,-0.05287513705827662,Right
-0.1073164319457931,-0.007242959999650189,Right
0.12039305311803472,0.024491434235479503,Left
0.014849410626745052,0.049480938534280594,Left
0.06465143432136522,-0.07328344059797143,Left
0.0018630330571888232,-0.029768640856782214,Left
0.06589296178021042,-0.0033554191832319002,Left
0.03376659793785186,-0.010890639658941659,Left
-0.0102779839001933,-0.042889488291898314,Left
-0.010784880980492906,0.0006774616427851488,Left
-0.01840103827571926,-0.023064853503561467,Left
-0.0058934994851052025,-0.014834824851761463,Left
0.01897674306468955,-0.039722396861223364,Left
0.07788968402460661,-0.0676370512909894,Left
0.07386825388795304,-0.00956060769669409,Left
0.02486981752877848,-0.022452144717823086,Left
0.03556664482599092,-0.00810349639102459,Left
0.05515998321493598,-0.037796909561416125,Left
0.06343061539253136,-0.0001990722220457375,Left
-0.0630304920917577,0.022943360879898123,Left
-6.419531369794562e-05,-0.06646384632203306,Left
0.06189988387290535,-0.03400944442606968,Left
0.03693847416918339,-0.01276518413278871,Left
-0.011470839400751554,-0.07705089575512447,Left
-0.06226966933450395,-0.0338294949076382,Left
0.04094610422092926,0.028349396162275164,Left
0.1310493606192923,0.013006442909869853,Left
0.09020368817757263,-0.013980074022301503,Left
0.11976963682442121,0.02334369076530085,Left
0.07661779644875155,-0.07989826979214842,Left
0.0347199672944809,0.12719688486460123,Left
0.05421720993899348,0.051320553585989304,Left
0.07972086879952334,-0.011864366679715133,Left
0.11595356396993661,0.046399691793810094,Left
0.015513174335793134,-0.03880462471913737,Left
0.05225390041694156,0.0006126654323613812,Left
0.05355621724689752,0.019133314258772627,Left
0.05821280142289509,-0.0855766321111383,Left
0.12809539654413038,0.02541429284303831,Left
-0.016314771235954484,-0.04127364935818045,Left
0.0447651717080243,0.06544955322300372,Left
-0.02434909412402031,0.11786136862404206,Left
0.12446390460909273,0.038143652804006334,Left
0.14464124913926335,0.06764200559376843,Left
-0.018567948349810792,-0.0017081762424615565,Left
0.034633364079364126,-0.08864278365266254,Left
0.003701007707255788,-0.006214139798930707,Left
-0.029489071537136535,-0.028139085104593065,Left
0.04292574955905348,-0.06176366723688509,Left
0.07287436879298137,0.02573722189319627,Left
0.06491883415611643,-0.01206164122645137,Left
-0.01683386904882722,-0.12440070667169556,Left
0.05834949609009776,-0.02515669474275073,Left
0.049557106130197814,-0.0024558920527109063,Left
0.11495697526418025,0.052518851348965834,Left
-0.01817535742407439,0.016707832731005734,Left
0.030396126472834184,-0.07739364818308825,Left
0.0521816443087183,-0.07311046875623295,Left
0.03482163551503059,-0.03416748883326559,Left
0.12831435493663546,-0.009327595486624762,Left
0.12337513171256653,-0.057534475175653355,Left
-0.0037060582288613864,-0.06165905266487037,Left
0.0016068137775305802,-0.0012303994089767345,Left
0.04782360208884939,0.001135661865038995,Left
0.020722605967422036,0.010551057694122346,Left
0.037256900043923125,-0.03175718365837299,Left
0.030864478302089826,-0.04048331545790218,Left
-0.04146706004766365,-0.03781640143410525,Left
0.055721362725285606,-0.10816391577330275,Left
0.10218007073284852,0.056515365665608996,Left
0.10057471244590754,-0.06888683215765667,Left
0.0943494755852815,0.026421714520467154,Left
0.0855713633162638,-0.029958666368688602,Left
0.0037298406333416967,-0.05542020942699688,Left
0.15059108882057004,0.09200606907213915,Left
0.05396028320972246,-0.06518380322735506,Left
0.017346113510333105,-0.06611586328941732,Left
-0.01073960421124831,-0.010764525936618363,Left
-0.0021072081566194667,-0.046708730762910045,Left
0.015957044100722073,0.03944423443334255,Left
0.09835186069242652,-0.00956598594302771,Left
-0.030580392073953355,-0.014644741981646558,Left
-0.020882672854067752,-0.06021109291459226,Left
-0.020967808488396966,0.06255215363363564,Left
0.059366360327225975,-0.06644883066888752,Left
0.12095826943533583,0.00789186384842866,Left
-0.009365138679042762,0.02596419445707987,Left
0.04020288080812595,0.00931224218976634,Left
0.0981175784488143,0.01626674417066931,Left
0.023262482677068208,-0.03578664785045982,Left
0.021715087214929985,-0.07611402605940787,Left
0.11790962995494247,-0.05219586198465376,Left
0.09621590030421878,-0.00768773821750568,Left
-0.012167716455840583,-0.0035779810719274163,Left
0.0794127280516701,0.023702780292357173,Left
0.013801918053670037,-0.062360816727895285,Left
0.0007668168690228017,-0.03248585211094135,Left
0.1514277736521693,0.015550049073780214,Left
0.05938618178991717,0.020372598046608847,Left
0.0910194520969072,0.013023076094112906,Left
0.02842914801441232,-0.04470301891304229,Left
-0.006413135073766729,-0.07349531999753267,Left
0.05696665909147003,-0.11873862682040626,Left
-0.018891237410594397,0.04164485041330579,Left
-0.04504674058831837,-0.03860754275937839,Left
0.0429710136038024,0.10070065601161149,Left
0.01821535924508033,-0.09767268340715574,Left
0.055609840232356045,-0.015673715707462788,Left
0.022556895319447712,-0.026918066349087,Left
-0.028662881552935948,-0.11303403281448521,Left
0.05337424647209099,-0.10341660847634349,Left
0.06627056727189573,0.22188736021133704,Left
0.054309856700237025,0.005508887577871158,Left
0.06774030714889379,-0.019785597170979607,Left
-0.029482781270941616,0.08582920422435258,Left
0.038950066994768995,-0.03675583588190012,Left
-0.01659803571021179,0.011525688245494936,Left
-0.02609531048458169,0.022317331737569557,Left
0.10148059065941417,0.035187898710707044,Left
0.01229895999282371,-0.0050058956550020905,Left
0.003757502292808801,0.08909505559273523,Left
0.1538097433246033,-0.06733075951014494,Left
0.024827796878849506,0.023533768795751975,Left
0.14006943070605404,0.23279322197930563,Left
0.04757772879091893,-0.04713309413514055,Left
0.08155161056359983,-0.026349100784106794,Left
0.08067002095221987,-0.048059293229049005,Left
0.10674124544848052,-0.0885044322271461,Left
0.007081891498624482,-0.014689701427446966,Left
0.04953448059921073,-0.021152294709663733,Left
0.047348854595462564,-0.010157408435524262,Left
0.11481245802311957,-0.026938075945170947,Left
0.025485267406066936,0.21925616475743082,Left
0.0616468675934958,0.01771757159951748,Left
0.055650163505331696,0.0025483042294106584,Left
0.1131403316968872,0.03783179926193114,Left
0.104417954472945,-0.04166357122644132,Left
0.018111816371417233,0.01598330309621654,Left
0.02780584270272002,-0.010231332692238415,Left
-0.01611063947419289,-0.05110027465143052,Left
0.06419302682590577,-0.036163742409576094,Left
0.020286773400137292,-0.031182135410743328,Left
0.03567853724199532,-0.016172904740130778,Left
0.06157918017429953,-0.12547888113221384,Left
0.019331450713726217,-0.015583084345018872,Left
0.07782335814564789,0.004687943043852227,Left
0.073377881836162,0.05526005803080447,Left
0.08946908928190378,0.11566324502080128,Left
0.006658404818590147,-0.08987953087320533,Left
0.04755983085328386,-0.04832788580530423,Left
0.05535144389413316,-0.01423871766222129,Left
0.07212742623910895,-0.03769150799183796,Left
0.022368410212237788,-0.045276986066413505,Left
0.04320511456650833,-0.016031213956083756,Left
0.09523921304294325,0.04634516603868244,Left
0.029541661346875414,-0.023260836317746447,Left
0.09275573824190786,-0.029688060149998585,Left
0.09456535319867276,0.014401542642808907,Left
0.031000301035361555,-0.027307146393061532,Left
-0.01793112893718196,0.054004033778667915,Left
-0.04644610517838821,-0.03681483185751877,Left
0.07199166852047156,0.018426762522080642,Left
0.14884622017545934,0.012310392620984212,Left
0.008481355021667691,-0.02668680004839552,Left
0.018822487229986473,-0.016927325629997214,Left
0.06469999492822309,0.04755023715116058,Left
-0.040229549476524906,0.00484605946783323,Left
0.07734091600703685,-0.012890889906364444,Left
0.04883353019477321,0.0517489549176644,Left
0.021213741582279733,0.03269444197197324,Left
0.036803182528686196,0.0030698598170210145,Left
0.07485058901233321,-0.0663952637474925,Left
0.02387203298200502,0.00651808503118978,Left
-0.03211727080608251,-0.05460716896822437,Left
0.09879593998511782,0.05503021418539533,Left
0.023844397971802156,0.06876824267079595,Left
-0.009919566322524553,-0.03800845276281262,Left
0.06687584152447457,-0.022001084264095083,Left
0.10525762493081858,-0.005740216001275833,Left
0.11168626202561094,-0.09629782069041748,Left
0.07601841431078349,0.02468511971854992,Left
0.027314155862715683,-0.060306389694485873,Left
0.00828742322323861,-0.09740473114400772,Left
0.07402716975925072,0.0072423391233730205,Left
0.0926159039151343,-0.022994219087511425,Left
0.0331939002503584,-0.09161024948707364,Left
0.06344788829565506,0.0886381546081213,Left
0.09275071939677515,-0.05189328187609621,Left
0.022456637452256012,0.04729028550989922,Left
0.03005292040845653,-0.021472048151862988,Left
0.04911303391526367,-0.08035839710873827,Left
0.034342294516409355,-0.021076259714604695,Left
0.04713912301223522,0.046486300250891066,Left
0.08823474026878919,-0.04365742413822604,Left
0.10956337870657606,-0.044044409216450364,Left
0.10767682833955694,0.035580455061061333,Left
0.10139712941718237,-0.013608013781492678,Left
0.088419762385755,0.0009222747745515347,Left
